transcript	GSK_rep1	GSK_rep2	LLY_rep1	LLY_rep2
L1FLnI_Xq22.3ja	75	75	150	80
L1FLnI_10q25.3e	75	81	133	101
L1FLnI_2q14.1w	75	33	101	29
L1FLnI_14q23.1aa	74	49	98	42
L1FLnI_2p21d	74	66	101	76
L1FLI_16p12.3c	74	50	104	31
L1FLnI_3p26.2d	74	48	101	33
L1FLnI_5q31.2e	74	37	110	36
L1FLnI_10p12.31b	74	54	109	44
L1FLnI_Xq11.1u	74	43	114	43
L1FLnI_4p15.31b	74	49	121	35
L1FLnI_1q32.2n	73	38	120	54
L1FLnI_5q23.1k	73	29	83	23
L1FLnI_Xq13.1ia	73	39	97	32
L1FLnI_8q21.3ba	73	50	107	29
L1FLnI_5q14.1p	73	59	97	36
L1FLnI_5p12f	73	52	79	47
L1FLnI_5q11.2t	73	53	125	36
L1FLnI_7q21.13t	72	69	91	79
L1FLnI_Xq25b	72	38	101	30
L1FLnI_7q31.1ga	72	66	87	46
L1FLnI_5q15y	72	12	132	14
L1FLnI_2q31.1p	72	31	108	35
L1FLnI_4q12ia	72	36	114	23
L1FLnI_3p22.1ea	71	81	88	71
L1FLnI_7q21.2j	71	70	106	46
L1FLnI_13q14.3i	71	47	99	40
L1FLnI_3q21.2c	71	70	80	71
L1FLnI_8p22h	71	32	114	34
L1FLnI_Xq11.1t	71	54	107	26
L1FLnI_Xq22.1eb	70	55	131	44
L1FLnI_11q21r	70	43	76	32
L1FLnI_7q21.13s	70	28	71	39
L1FLnI_3q26.32o	70	31	83	22
L1FLnI_5q15q	70	52	73	40
L1FLnI_7p14.1x	70	44	61	52
L1FLnI_5p14.1b	70	69	88	51
L1FLnI_6q14.2f	70	37	95	25
L1FLnI_13q14.2p	69	50	100	38
L1FLnI_18q21.33b	69	93	112	99
L1FLnI_6p25.1d	69	35	91	28
L1FLnI_22q12.1e	69	45	88	26
L1FLnI_13q13.3b	69	86	113	75
L1FLnI_10p12.1l	69	28	94	31
L1FLnI_1p31.1ua	69	50	123	43
L1FLnI_9q31.3e	69	60	161	55
L1FLnI_12q21.1m	69	35	54	27
L1FLnI_1q31.3r	69	17	73	14
L1FLnI_18p11.22f	69	55	119	51
L1FLnI_2p25.1e	69	43	101	40
L1FLnI_2q31.1z	69	50	120	38
L1FLnI_1q32.3g	69	35	102	30
L1FLnI_4q28.1ka	68	53	105	52
L1FLnI_2q32.1qa	68	52	164	62
L1FLnI_14q23.1h	68	82	102	89
L1FLnI_2q23.1j	68	45	90	24
L1FLnI_3q13.12h	68	42	86	35
L1FLnI_8q24.12b	68	53	79	30
L1FLnI_9q33.3a	68	34	78	50
L1FLnI_3p14.3q	67	44	74	38
L1FLnI_7p21.3ma	67	48	92	47
L1FLnI_5q14.1o	67	52	59	26
L1FLnI_6p25.1e	67	31	142	49
L1FLnI_5q35.1b	67	37	78	45
L1FLnI_10q22.3i	67	96	74	81
L1FLnI_3p26.1f	67	29	105	34
L1FLnI_14q12ua	67	18	65	24
L1FLnI_20q11.1g	67	85	130	63
L1FLnI_Xq13.3z	66	80	86	60
L1FLnI_4p15.32b	66	31	112	23
L1FLnI_5q35.1k	66	42	108	33
L1FLnI_15q21.3z	66	41	75	20
L1FLnI_8q23.1x	66	98	96	88
L1FLnI_10q24.2k	66	28	109	21
L1FLnI_2p13.2g	66	43	115	34
L1FLnI_3q23d	66	31	80	25
L1FLnI_1q23.3g	66	32	114	27
L1FLnI_6q14.1ta	66	29	71	18
L1FLnI_6q21s	65	28	84	31
L1FLnI_1q21.3d	65	118	142	96
L1FLnI_1q21.3a	65	48	135	40
L1FLnI_5p12z	65	22	88	9
L1FLnI_5q15x	65	9	131	18
L1FLnI_4q25t	65	44	89	32
L1FLnI_4q28.2h	64	41	105	35
L1FLnI_8q22.3n	64	40	77	36
L1FLnI_Xq28ga	64	46	98	36
L1FLnI_Xp11.21qb	64	46	94	35
L1FLnI_1p22.3c	64	119	100	95
L1FLnI_8q24.12a	64	32	87	27
L1FLnI_6p25.3d	64	45	121	31
L1FLnI_4p13a	64	67	94	60
L1FLnI_1q21.3c	64	46	107	51
L1FLnI_12q14.1la	63	38	84	31
L1FLnI_7q36.3c	63	23	77	23
L1FLnI_3q13.31b	63	25	67	33
L1FLnI_6p11.2c	63	55	105	65
L1FLnI_18q21.1c	63	26	86	23
L1FLnI_14q11.2k	63	59	100	62
L1FLnI_18p11.21m	63	53	102	52
L1FLnI_12q21.2x	63	25	84	22
L1FLnI_11p15.4ba	63	34	90	18
L1FLnI_14q13.2	62	68	101	74
L1FLnI_Yp11.2g	62	20	34	26
L1FLnI_17q23.2a	62	38	60	33
L1FLnI_8p22e	62	36	97	28
L1FLnI_Xq21.31fb	62	23	74	30
L1FLnI_12p13.32i	62	27	68	31
L1FLnI_9q22.33a	62	45	79	30
L1FLnI_6q22.1y	62	73	108	99
L1FLnI_9p24.2e	62	25	72	47
L1FLnI_11p14.1m	62	23	144	30
L1FLnI_13q14.11s	62	4	12	8
L1FLnI_21q21.1b	61	32	119	30
L1FLI_22q12.1	61	41	97	40
L1FLnI_3q22.3c	61	45	75	34
L1FLnI_Xq11.1r	61	57	98	51
L1FLnI_3p26.2b	61	37	69	23
L1FLnI_2q37.1f	61	27	80	26
L1FLnI_6q25.3j	61	37	68	16
L1FLnI_1q25.1g	61	31	106	46
L1FLnI_20p13g	61	12	50	16
L1FLnI_15q21.2a	61	24	57	24
L1FLnI_4q13.2c	61	43	62	30
L1FLnI_Xp11.21pb	61	42	82	28
L1FLnI_3q21.2b	61	34	49	17
L1FLnI_9q21.33q	60	44	69	44
L1FLnI_12q12ia	60	87	95	76
L1FLnI_15q21.3ba	60	29	101	23
L1FLnI_5q14.1i	60	40	79	32
L1FLnI_1p31.3c	60	52	70	37
L1FLnI_Xp11.22la	60	63	105	61
L1FLnI_15q13.2b	60	28	78	32
L1FLnI_5q35.1g	60	28	87	28
L1FLnI_7p14.3v	60	33	53	31
L1FLnI_13q13.1b	60	45	79	33
L1FLnI_15q22.31b	60	39	79	30
L1FLnI_14q23.1z	60	36	106	32
L1FLnI_4q24n	60	118	76	109
L1FLnI_3q23f	60	35	61	33
L1FLnI_6q22.31q	60	32	70	23
L1FLnI_4q23c	60	29	29	25
L1FLnI_5q15n	59	57	96	62
L1FLnI_1p13.1f	59	40	89	39
L1FLnI_14q22.1j	59	91	123	84
L1FLnI_3p14.1f	59	140	111	131
L1FLnI_9p24.1g	59	34	123	28
L1FLnI_13q32.1d	59	54	130	63
L1FLnI_3p22.1z	59	29	77	23
L1FLnI_9p21.3e	59	23	109	21
L1FLnI_6q14.1bc	59	70	54	47
L1FLnI_1q23.3h	59	30	79	27
L1FLnI_10q24.2l	59	36	51	15
L1FLnI_8p22f	59	40	94	43
L1FLnI_22q11.1j	59	66	89	55
L1FLnI_Xq24l	58	42	71	44
L1FLnI_2q14.1u	58	26	100	13
L1FLnI_6q14.2b	58	18	63	18
L1FLnI_2p24.3s	58	33	111	40
L1FLnI_12q22h	58	36	93	27
L1FLnI_7q31.1aa	58	29	91	17
L1FLnI_22q12.1d	58	37	77	33
L1FLnI_1p11.2d	58	52	67	38
L1FLnI_1p31.3r	58	30	108	24
L1FLnI_4q26xa	58	83	102	59
L1FLnI_22q12.1b	57	29	75	25
L1FLnI_8q24.12q	57	42	55	37
L1FLnI_8q11.21c	57	42	81	32
L1FLnI_6p12.1w	57	40	76	31
L1FLnI_7p14.3y	57	18	55	12
L1FLnI_8q22.3v	57	21	74	21
L1FLnI_3q13.11j	57	8	113	27
L1FLnI_5q11.2s	57	27	87	26
L1FLnI_9q21.11b	57	54	109	61
L1FLnI_4q25l	57	40	73	31
L1FLnI_5p13.2fa	57	42	59	28
L1FLnI_22q12.1g	57	34	81	36
L1FLnI_3q13.2l	56	29	75	28
L1FLnI_19q13.31c	56	47	74	56
L1FLnI_Xq13.2x	56	16	74	26
L1FLnI_11q13.4f	56	74	79	41
L1FLnI_2p24.3r	56	30	92	29
L1FLnI_4p16.1c	56	41	63	29
L1FLnI_16p11.2h	56	47	73	41
L1FLnI_13q31.1f	56	53	73	29
L1FLnI_2p13.1f	56	68	93	61
L1FLnI_9p21.3o	56	21	86	27
L1FLnI_3q13.2d	56	68	70	69
L1FLnI_1q25.1q	56	45	73	25
L1FLnI_1q42.2i	56	46	90	36
L1FLnI_Xq26.2c	56	36	72	25
L1FLnI_5q35.1d	56	39	101	20
L1FLnI_11q22.3m	56	30	60	18
L1FLnI_4q12ab	55	17	60	18
L1FLnI_7q21.2k	55	35	79	35
L1FLnI_19p13.11	55	51	93	21
L1FLnI_20p12.3n	55	45	81	46
L1FLnI_2q24.1oa	55	32	58	37
L1FLnI_15q11.2o	55	51	72	42
L1FLnI_7p14.3p	55	28	63	26
L1FLnI_7q31.2l	55	17	61	28
L1FLnI_2q36.1c	55	45	66	30
L1FLnI_7p21.3na	55	16	77	12
L1FLnI_13q14.11i	55	30	100	30
L1FLnI_Xq11.1n	55	20	54	21
L1FLnI_21p11.2f	55	69	68	66
L1FLnI_Xq22.3ba	54	22	98	18
L1FLnI_9p22.2f	54	36	73	48
L1FLnI_11p13w	54	43	63	38
L1FLnI_18q12.1ca	54	28	63	11
L1FLnI_12q21.33d	54	15	51	20
L1FLnI_10p12.1c	54	39	92	33
L1FLnI_6q24.1a	54	27	68	34
L1FLnI_Xq11.2la	54	40	121	37
L1FLnI_1p22.1f	54	35	77	40
L1FLnI_17p12b	54	25	75	27
L1FLnI_8q24.22e	54	38	80	35
L1FLnI_Xq22.1s	54	31	68	31
L1FLnI_1q44h	54	32	84	50
L1FLnI_5q23.3a	53	36	67	37
L1FLnI_1q24.2g	53	50	62	32
L1FLnI_11q22.3t	53	28	76	34
L1FLnI_11p15.4ga	53	49	82	14
L1FLnI_12p13.32d	53	38	90	31
L1FLnI_5q35.2k	53	65	80	70
L1FLnI_6p21.1k	53	32	94	36
L1FLnI_Xq13.1b	53	29	95	39
L1FLnI_Xp11.21fb	53	37	60	34
L1FLnI_5q32q	53	83	226	74
L1FLnI_4p13d	53	32	73	34
L1FLnI_19p12v	52	68	63	55
L1FLnI_4q25p	52	38	94	29
L1FLnI_2q32.3ca	52	11	58	18
L1FLnI_1q41z	52	58	99	34
L1FLnI_4q13.3ta	52	57	93	65
L1FLnI_9q31.1b	52	46	91	31
L1FLnI_Xq24r	52	27	70	25
L1FLnI_1p33m	52	15	68	21
L1FLnI_14q23.1ba	52	21	81	36
L1FLnI_6q16.3ka	52	21	64	29
L1FLnI_10q23.32a	52	15	81	13
L1FLnI_8q11.23o	52	42	68	41
L1FLnI_Xq23hb	52	54	81	28
L1FLnI_18p11.23b	52	25	54	20
L1FLnI_8q21.13na	52	47	88	28
L1FLnI_3p25.1g	52	44	74	18
L1FLnI_2p25.2e	52	43	101	57
L1FLnI_1p11.2h	52	54	77	54
L1ORF2_4q31.21	52	29	37	40
L1FLnI_19q13.2j	51	34	104	26
L1FLnI_5q14.1x	51	41	79	25
L1FLnI_6q15f	51	54	103	25
L1FLnI_15q13.2a	51	16	62	24
L1FLnI_Xp21.1v	51	33	63	41
L1FLnI_15q21.2b	51	49	96	59
L1FLnI_3p12.3m	51	41	61	36
L1FLnI_10q22.2b	51	38	71	39
L1FLnI_2p25.3i	51	38	89	41
L1FLnI_Yp11.2y	51	22	44	27
L1FLnI_11q22.2b	51	37	102	29
L1FLnI_5p13.2ba	51	41	81	22
L1FLnI_Xq22.1la	51	16	55	18
L1FLnI_11q13.4i	51	14	96	8
L1FLnI_13q12.11g	50	45	69	39
L1FLnI_15q22.2h	50	32	58	34
L1FLnI_2p13.2f	50	23	71	23
L1FLnI_4q34.3b	50	12	130	29
L1FLnI_5p13.2aa	50	37	89	49
L1FLnI_2q37.3d	50	45	121	30
L1FLnI_14q23.3g	50	45	77	22
L1FLnI_4q13.3db	50	16	52	16
L1FLnI_2q33.1s	49	23	69	30
L1FLnI_2p25.3j	49	34	66	41
L1FLnI_Xq21.31db	49	13	58	13
L1FLnI_3q23u	49	14	42	13
L1FLnI_1q42.2k	49	44	87	41
L1FLnI_13q13.3t	49	125	92	101
L1FLnI_14q22.2f	49	24	40	8
L1FLnI_1p11.2c	49	30	58	27
L1FLnI_15q25.3c	49	49	105	43
L1FLnI_6p22.2b	49	27	55	27
L1FLnI_7p21.1n	49	19	97	27
L1FLnI_6p22.3a	48	35	54	31
L1FLnI_14q23.3p	48	83	62	59
L1FLnI_8q22.2p	48	53	74	41
L1FLnI_5q14.1g	48	30	66	26
L1FLnI_18q21.1i	48	30	53	21
L1FLnI_15q24.3h	48	54	53	47
L1FLnI_5p12l	48	9	47	22
L1FLnI_1p32.3e	48	42	89	32
L1FLnI_10p11.22d	48	29	53	16
L1FLnI_2p13.2d	48	42	90	31
L1FLnI_Xp11.21rb	48	43	44	30
L1FLnI_2q11.2h	48	19	55	31
L1FLnI_9q22.1d	48	24	96	29
L1FLnI_Xq21.33ka	48	38	63	30
L1FLnI_22p11.2o	48	47	59	37
L1FLnI_6q14.1va	48	13	53	8
L1FLnI_6p25.3e	48	42	69	27
L1FLnI_8q11.21e	48	36	49	22
L1FLnI_4p16.3c	48	24	63	26
L1FLnI_8q24.13h	48	54	72	39
L1FLnI_10q23.32e	47	43	71	32
L1FLnI_8q22.2b	47	19	51	21
L1FLnI_1p31.2d	47	24	61	18
L1FLnI_5q15p	47	31	67	31
L1FLnI_14q12sa	47	28	104	23
L1FLnI_Xq28xa	47	47	91	68
L1FLnI_1q24.2h	47	33	50	25
L1FLnI_2q21.3h	47	39	66	36
L1FLnI_5q31.3c	47	19	57	16
L1FLnI_1p31.1qc	47	31	104	32
L1FLnI_9p21.3h	47	38	86	28
L1FLnI_9q33.3c	47	32	63	29
L1FLnI_7p14.1k	47	30	85	27
L1FLnI_1q42.12j	47	38	78	19
L1FLnI_4q26g	47	43	56	22
L1FLnI_17q23.2c	46	19	61	31
L1FLnI_5p13.2u	46	35	79	27
L1FLnI_18q12.1s	46	32	39	28
L1FLnI_12p13.33d	46	32	32	44
L1FLnI_1q25.1m	46	33	42	10
L1FLnI_3p26.1a	46	25	70	32
L1FLnI_14q12ia	46	22	50	17
L1FLnI_5p13.2a	46	11	86	20
L1FLnI_13q14.11a	46	57	89	35
L1FLnI_5p15.2r	46	21	54	37
L1FLnI_2q24.3v	46	24	56	25
L1FLnI_6q13y	46	27	100	36
L1FLnI_Xq26.3m	46	28	64	25
L1FLnI_15q22.2e	46	18	72	23
L1FLnI_22q12.1f	46	39	58	27
L1FLnI_Yq11.21o	46	28	48	33
L1FLnI_11p15.2m	45	47	60	37
L1FLnI_8q21.3ca	45	37	85	28
L1FLnI_8q24.13m	45	34	53	13
L1FLnI_7q33a	45	11	59	15
L1FLnI_15q22.31d	45	27	55	21
L1FLnI_22q11.22b	45	38	49	28
L1FLnI_7q21.3c	45	24	84	23
L1FLnI_4p16.3b	45	24	80	33
L1FLnI_20q13.12d	45	17	54	14
L1FLnI_6q16.3ja	45	26	76	20
L1FLnI_8q11.21h	45	36	54	16
L1FLnI_20p12.1i	45	47	39	31
L1FLnI_11p14.1k	45	14	131	7
L1FLnI_4q28.1ja	44	26	51	28
L1FLnI_4q28.2a	44	47	85	26
L1FLnI_2q23.1d	44	37	55	27
L1FLnI_Xq13.3j	44	43	85	40
L1FLnI_4p16.2j	44	44	64	43
L1FLnI_15q25.1a	44	59	81	55
L1FLnI_4q12t	44	21	43	13
L1FLnI_Xq28wa	44	47	72	32
L1FLnI_12q14.1ma	44	30	64	27
L1FLnI_4p16.3a	44	32	63	36
L1FLnI_16p12.3g	44	26	47	25
L1FLnI_5q14.1aa	43	35	38	41
L1FLnI_5q32m	43	11	40	5
L1FLnI_5p15.33b	43	43	67	41
L1FLnI_3p14.1h	43	45	70	41
L1FLnI_11p15.4ha	43	23	54	13
L1FLnI_8q21.11w	43	55	35	45
L1FLnI_2p13.1b	43	25	52	22
L1FLnI_7q21.13r	43	21	55	23
L1FLnI_1q32.1m	43	25	45	18
L1FLnI_18p11.23e	43	40	54	42
L1FLnI_13q31.3n	43	23	61	28
L1FLnI_7q33i	43	81	70	41
L1FLnI_16q12.1b	43	31	63	26
L1FLnI_2q35g	43	29	63	17
L1FLnI_8q21.13ma	43	43	62	26
L1FLnI_5q21.3q	43	23	82	16
L1FLnI_8q22.2c	43	32	49	17
L1FLnI_2q14.2k	43	17	54	14
L1FLnI_14q13.3i	43	32	52	38
L1FLnI_2q14.1a	43	54	65	38
L1FLnI_3p24.1u	42	25	21	14
L1FLnI_3q26.31b	42	22	73	28
L1FLnI_18q12.2v	42	7	50	6
L1FLnI_2p15o	42	30	61	29
L1FLnI_1p31.1za	42	50	95	89
L1FLnI_15q21.3ea	42	30	47	18
L1FLnI_12q12sa	42	19	35	7
L1FLnI_9p24.1t	42	17	43	14
L1FLnI_8q21.13ia	42	26	58	37
L1FLnI_9q31.2b	42	34	66	41
L1FLnI_5q12.1n	42	40	75	31
L1FLnI_12q13.12	42	16	40	16
L1FLnI_9p22.2b	42	31	56	22
L1FLnI_3q25.32k	42	33	62	27
L1FLnI_12q23.1m	42	46	46	75
L1FLnI_4q25qa	41	48	88	59
L1FLnI_9q13i	41	36	65	25
L1FLnI_9q21.11e	41	17	55	16
L1FLnI_14q24.2a	41	23	78	16
L1FLnI_11p13x	41	40	52	47
L1FLnI_Xq22.1bb	41	31	48	17
L1FLnI_6p12.3f	41	29	56	31
L1FLnI_2q23.1k	41	22	44	13
L1FLnI_6q22.32a	41	71	88	43
L1FLnI_2q23.1a	41	19	64	28
L1FLnI_Xq24x	41	17	78	9
L1FLnI_2q33.3e	41	73	60	56
L1FLnI_10q21.3m	41	18	64	15
L1FLnI_3p26.2a	41	21	59	13
L1FLnI_9q33.3f	41	18	53	16
L1FLnI_11q13.5f	41	31	66	46
L1FLnI_9p24.1b	41	76	61	74
L1FLnI_3q22.2a	41	61	50	43
L1FLnI_3q28a	41	19	52	14
L1FLnI_3p22.3d	40	32	36	19
L1FLnI_5p15.2c	40	18	63	23
L1FLnI_3p14.2p	40	22	81	21
L1FLnI_Xq25r	40	18	75	16
L1FLnI_11q25p	40	25	48	15
L1FLnI_11q13.4d	40	24	44	13
L1FLnI_Xq24y	40	23	81	16
L1FLnI_5q32d	40	26	69	17
L1FLnI_14q23.1y	40	17	60	25
L1FLnI_5q33.3j	40	30	39	26
L1FLnI_16q23.2g	40	43	58	34
L1FLnI_8q22.3o	40	20	68	28
L1FLnI_14q31.2c	40	39	79	35
L1FLnI_4q12z	40	31	75	36
L1FLnI_5p13.3aa	39	14	30	19
L1FLnI_1q25.2o	39	22	51	17
L1FLnI_8q21.13f	39	40	67	24
L1FLnI_7q31.1na	39	23	40	31
L1FLnI_15q11.2n	39	12	81	10
L1FLnI_6q21g	39	52	38	27
L1FLnI_6q14.2i	39	25	59	30
L1FLnI_1q25.3n	39	26	59	18
L1FLnI_5q11.2l	39	11	70	11
L1FLnI_11p13l	39	38	75	23
L1FLnI_2p24.2e	39	13	49	17
L1FLnI_6p25.1g	39	30	58	37
L1FLnI_Xq25ic	39	12	37	13
L1FLnI_14q23.3h	39	26	51	22
L1FLnI_1q21.3b	39	39	55	24
L1FLnI_6p25.3c	39	28	82	30
L1FLnI_10q22.3c	39	33	105	15
L1FLnI_Xq25gc	39	10	37	15
L1FLnI_4q32.3da	39	27	100	20
L1FLnI_12p13.31p	38	22	75	20
L1FLnI_8q13.2p	38	38	60	30
L1FLnI_4q12v	38	23	58	14
L1FLnI_2p22.3a	38	30	54	20
L1FLnI_2q31.2b	38	39	72	23
L1FLnI_1q41la	38	34	52	19
L1FLnI_2p23.3d	38	27	49	26
L1FLnI_11p14.1h	38	23	63	15
L1FLnI_15q13.3h	38	20	40	18
L1FLnI_6q26d	38	24	50	23
L1FLnI_7q21.3l	38	36	44	16
L1FLnI_1p31.3d	38	19	64	12
L1FLnI_3q28c	38	17	72	18
L1FLnI_2q23.3c	38	45	36	41
L1FLnI_5q13.3s	38	30	50	33
L1FLnI_2p24.2c	38	25	66	25
L1FLnI_5p15.1i	38	22	41	17
L1FLnI_6q21l	37	53	65	46
L1FLnI_Xq24m	37	15	35	18
L1FLnI_8q12.1i	37	17	46	12
L1FLnI_Xq13.2w	37	27	57	21
L1FLnI_1p34.2e	37	31	54	19
L1FLnI_1p33l	37	22	27	19
L1FLnI_9p24.1f	37	40	53	30
L1FLnI_6q21b	37	27	52	12
L1FLnI_21q11.2k	37	15	81	18
L1FLnI_8q21.11t	37	44	65	35
L1FLnI_Xq22.1fa	37	28	36	27
L1FLnI_5q21.3p	37	31	58	23
L1FLnI_4p15.2v	37	16	42	15
L1FLnI_1q31.3n	37	11	54	14
L1FLnI_4q28.1t	37	27	56	23
L1FLnI_7p12.1v	37	29	44	26
L1FLnI_1p11.2f	37	25	35	23
L1FLnI_3p14.2n	37	12	71	12
L1FLnI_3q13.11l	37	15	95	7
L1FLnI_6p21.1l	37	17	62	16
L1FLnI_5q23.3h	37	23	16	13
L1FLnI_8q22.2m	37	18	49	13
L1FLnI_3q22.3g	37	24	46	22
L1FLnI_14q22.3e	37	18	41	11
L1FLnI_7q21.12a	37	20	33	11
L1FLnI_8q22.3t	37	16	99	14
L1FLnI_1p12t	37	31	55	16
L1FLnI_8q21.13h	37	29	83	29
L1FLnI_Xq28ra	37	37	56	36
L1FLnI_3q25.2j	37	24	67	36
L1FLnI_2q33.1a	36	15	78	15
L1FLnI_10q25.3c	36	22	72	27
L1FLnI_9q22.33d	36	34	55	24
L1FLnI_Xq21.1vb	36	51	98	42
L1FLnI_2q31.2m	36	16	71	13
L1FLnI_4q12ca	36	32	57	18
L1FLnI_10p12.31a	36	56	82	58
L1FLnI_8p11.22b	36	10	72	18
L1FLnI_1q42.3a	36	38	64	29
L1FLnI_10q22.1d	36	19	48	31
L1FLnI_7p14.3e	36	26	39	25
L1FLnI_11p15.4v	36	73	68	68
L1FLnI_1q24.3j	36	15	34	22
L1FLnI_2q11.2l	36	8	69	8
L1FLnI_6q14.3f	36	65	67	43
L1FLnI_1p13.1d	36	22	37	16
L1FLnI_7q36.3a	36	27	74	25
L1FLnI_5q23.1c	36	35	56	21
L1FLnI_1p11.2a	36	21	42	16
L1FLnI_8q22.3m	36	23	63	18
L1FLnI_8q22.2f	36	31	82	16
L1FLnI_2p23.3c	36	21	59	18
L1FLnI_14q32.2f	36	30	56	31
L1FLnI_8q13.3x	36	10	59	6
L1FLnI_7q22.1g	36	38	63	31
L1FLnI_7p14.3k	36	32	58	24
L1FLnI_10p12.2c	36	65	36	58
L1FLnI_7q21.3i	35	3	31	6
L1FLI_16p12.3a	35	25	62	25
L1FLnI_6q22.31o	35	20	66	22
L1FLnI_7q21.11e	35	24	72	18
L1FLnI_9p21.3n	35	29	60	21
L1FLnI_14q24.3a	35	9	44	14
L1FLnI_18p11.31n	35	29	55	14
L1FLnI_16q12.1e	35	19	54	34
L1FLnI_18q12.1fa	35	37	58	38
L1FLnI_18q21.1k	35	21	70	33
L1FLnI_2q33.1l	35	40	63	80
L1FLnI_2p23.1d	35	9	43	7
L1FLnI_14q22.1n	35	12	39	12
L1FLnI_2q32.1da	35	12	62	15
L1FLnI_8q22.3r	35	18	48	11
L1FLnI_Xq11.2ia	35	13	35	7
L1FLnI_15q25.2i	35	16	20	10
L1FLnI_12q24.32d	35	12	25	5
L1FLnI_6q16.3la	35	28	60	17
L1FLnI_5p13.3d	35	23	32	17
L1FLnI_2p23.1f	35	11	33	10
L1FLnI_8q22.3p	35	15	35	19
L1FLnI_5q32g	35	16	41	19
L1FLnI_14q32.2c	35	16	52	18
L1FLnI_11p14.1o	35	6	56	7
L1FLnI_Yp11.2o	35	13	28	9
L1FLI_7p14.3	34	23	49	22
L1FLnI_Xp11.3q	34	29	62	20
L1FLnI_Xq12eb	34	16	42	29
L1FLnI_Xq22.1cb	34	34	57	24
L1FLnI_7q31.1fa	34	16	50	14
L1FLnI_10q26.3d	34	6	33	11
L1FLnI_Xq25jc	34	8	49	10
L1FLnI_1q25.3a	34	31	60	27
L1FLnI_Xq11.2c	34	18	32	23
L1FLnI_12q12s	34	25	73	16
L1FLnI_13q12.3h	34	14	40	23
L1FLnI_8q21.13da	34	11	71	21
L1FLnI_4q26f	34	16	45	21
L1FLnI_10q22.1b	34	19	32	16
L1FLnI_2q37.1i	34	45	29	25
L1FLnI_4q32.3g	34	22	56	24
L1FLnI_Xq13.2aa	34	5	30	7
L1FLnI_Xq21.1te	34	28	55	24
L1FLnI_6q14.3xa	34	21	69	49
L1FLnI_4q31.21ga	34	20	46	9
L1FLnI_18q21.1j	34	19	63	7
L1FLnI_2p15p	34	8	53	9
L1FLnI_Xp22.12d	34	16	57	26
L1FLnI_20q12e	34	10	41	5
L1FLnI_8q22.2i	34	28	58	21
L1FLnI_3q21.3d	33	22	22	26
L1FLnI_12q13.3c	33	28	33	19
L1FLnI_Xp11.21wb	33	19	41	42
L1FLnI_7p15.2c	33	18	45	9
L1FLnI_7q33e	33	18	53	11
L1FLnI_Xp11.21u	33	27	41	24
L1FLnI_Xp11.4c	33	35	42	10
L1FLnI_5q15i	33	22	51	30
L1FLnI_5p13.2da	33	32	60	25
L1FLnI_3p14.3o	33	25	42	31
L1FLnI_11p15.2k	33	14	45	9
L1FLnI_7p14.3r	33	23	49	15
L1FLnI_5q32h	33	25	48	23
L1FLnI_7p21.3e	33	12	53	12
L1FLnI_8p21.3i	33	18	43	13
L1FLnI_11q14.2j	33	22	50	14
L1FLnI_1p31.3p	33	6	43	13
L1FLnI_11q21n	32	48	92	32
L1FLnI_2q37.2c	32	22	45	24
L1FLnI_4q25na	32	22	39	18
L1FLnI_5q22.2a	32	15	45	11
L1FLnI_2q36.3n	32	7	49	1
L1FLnI_2q14.1j	32	13	36	7
L1FLnI_11q24.3f	32	15	53	17
L1FLnI_7q21.11d	32	18	50	14
L1FLnI_Xq21.31eb	32	16	45	14
L1FLnI_5q31.2c	32	13	77	29
L1FLnI_11q22.3v	32	12	45	9
L1FLnI_12p13.33b	32	16	50	18
L1FLnI_2p24.1ba	32	23	43	17
L1FLnI_7p21.1l	32	16	42	14
L1FLnI_4p15.31m	32	13	48	9
L1FLnI_11p14.1p	32	4	62	6
L1FLnI_7q21.13u	32	32	44	10
L1FLnI_Xq11.2oa	32	18	41	8
L1FLnI_7q21.11c	32	19	47	16
L1FLnI_12q23.3v	32	20	31	28
L1FLnI_7p14.3q	32	30	37	15
L1FLnI_4q24ta	32	14	69	16
L1FLnI_3p26.1c	32	13	20	5
L1FLnI_5q23.1b	32	37	59	20
L1FLnI_3q25.1c	32	21	20	14
L1FLnI_4q12ea	32	16	54	9
L1FLnI_4p15.33o	32	17	39	4
L1FLnI_Xp11.21vb	31	16	28	16
L1FLnI_3p14.2ha	31	20	50	16
L1FLnI_15q23h	31	14	26	23
L1FLnI_9q13g	31	21	31	11
L1FLnI_4p11a	31	9	46	9
L1FLnI_12p12.3f	31	23	53	20
L1FLnI_3p14.1g	31	30	32	25
L1FLnI_5q31.1c	31	18	46	22
L1FLnI_15q15.3b	31	17	47	23
L1FLnI_5q12.3j	31	67	87	61
L1FLnI_16q12.1a	31	18	35	22
L1FLnI_8q24.3g	31	23	49	21
L1FLnI_5q12.1m	31	42	55	38
L1FLnI_12q13.3d	31	22	28	8
L1FLnI_2q31.1i	31	29	37	18
L1FLnI_7q22.1a	31	54	58	40
L1FLnI_1p11.2i	31	31	63	17
L1FLnI_5q12.3k	31	25	45	32
L1FLnI_4q13.1cb	31	9	81	14
L1FLnI_11q21i	31	25	54	15
L1FLnI_2q31.2o	31	16	69	17
L1FLnI_Xq22.1t	31	31	42	14
L1FLnI_Xq21.1ye	31	28	52	14
L1FLnI_8q22.1aa	31	18	54	18
